"personagem" "diálogo"
"651" "LEIA" "Guarde essa coisa! Você vai matar todos nós."
"652" "HAN" "Absolutamente, Meritíssimo. Olha, eu tinha tudo sob controle até que você nos trouxe aqui. Você sabe, não vai demorar muito para eles descobrirem o que aconteceu conosco."
"653" "LEIA" "Poderia ser pior..."
"654" "HAN" "É pior."
"655" "LUKE" "Tem algo vivo aqui!"
"656" "HAN" "Isso é sua imaginação."
"657" "LUKE" "Algo passa pela minha perna! Olha! Você viu isso?"
"658" "HAN" "O quê?"
"659" "LUKE" "Socorro!"
"660" "HAN" "Luke! Luke! Luke!"
"661" "LEIA" "Luke!"
"662" "LEIA" "Luke, Luke, peguem isso."
"663" "LUKE" "Droga, por favor! Minha arma está emperrada."
"664" "HAN" "Onde?"
"665" "LUKE" "Em qualquer lugar! Oh!!"
"666" "HAN" "Luke! Luke!"
"667" "LEIA" "Agarre-o!"
"668" "LEIA" "O que aconteceu?"
"669" "LUKE" "Não sei, ele simplesmente me soltou e desapareceu..."
"670" "HAN" "Tenho um mau pressentimento sobre isso."
"671" "LUKE" "As paredes estão se movendo!"
"672" "LEIA" "Não fique aí parado. Tente segurá-lo com alguma coisa."
"673" "LUKE" "Espere um minuto!"
"674" "LUKE" "Threepio! Venha Threepio! Threepio! Onde ele poderia estar?"
"675" "PRIMEIRO SOLDADO" "Assuma! Cuide dele! Olhe lá!"
"676" "THREEPIO" "Eles são loucos! Eles estão indo para o nível da prisão. Se você se apressar, você pode pegá-los."
"677" "PRIMEIRO OFICIAL" "Siga-me! Você monta guarda."
"678" "THREEPIO" "Vamos!"
"679" "THREEPIO" "Ah! Toda essa excitação invadiu os circuitos do meu colega aqui. Se você não se importa, eu gostaria de levá-lo para a manutenção."
"680" "SOLDADO" "Tudo bem."
"681" "LUKE" "Threepio! Entre, Threepio! Threepio!"
"682" "HAN" "Chegue ao topo!"
"683" "LEIA" "Não posso"
"684" "LUKE" "Onde ele poderia estar? Threepio! Threepio, você pode entrar?"
"685" "THREEPIO" "Eles não estão aqui! Alguma coisa deve ter acontecido com eles. Veja se eles foram capturados."
"686" "THREEPIO" "Rápido!"
"687" "HAN" "Uma coisa é certa. Todos nós vamos ficar muito mais magros! Fique em cima disso!"
"688" "LEIA" "Estou tentando!"
"689" "THREEPIO" "Graças a Deus, eles não os encontraram! Onde eles poderiam estar?"
"690" "THREEPIO" "Usar o comlink? Oh, que coisa! Esqueci que desliguei!"
"691" "THREEPIO" "Você está aí, senhor?"
"692" "LUKE" "Trêspios!"
"693" "THREEPIO" "Tivemos alguns problemas..."
"694" "LUKE" "Feche todos os trituradores de lixo no nível de detenção, sim? Você copia?"
"695" "LUKE" "Feche todos os trituradores de lixo no nível de detenção."
"696" "LUKE" "Feche todos os trituradores de lixo no nível de detenção."
"697" "THREEPIO" "Não. Desligue todos eles! Depressa!"
"698" "THREEPIO" "Ouça eles! Eles estão morrendo, Artoo! Maldito seja meu corpo de metal! Eu não fui rápido o suficiente. É tudo culpa minha! Meu pobre mestre!"
"699" "LUKE" "Threepio, estamos bem!"
"700" "LUKE" "Estamos bem. Você foi muito bem."
"701" "LUKE" "Ei... ei, abra a escotilha de manutenção de pressão na unidade número... onde estamos?"
"702" "HAN" "Três-dois-seis-oito-dois-sete."
"703" "HAN" "Se pudermos evitar mais conselhos femininos, devemos ser capazes de sair daqui."
"704" "LUKE" "Bem, vamos nos mexer!"
"705" "HAN" "Onde você vai?"
"706" "LEIA" "Não, espere. Eles vão ouvir!"
"707" "HAN" "Venha aqui, seu grande covarde!"
"708" "HAN" "Chewie! Venha aqui!"
"709" "LEIA" "Ouça. Eu não sei quem você é, ou de onde você veio, mas de agora em diante, você faz o que eu digo. Ok?"
"710" "HAN" "Olha, Excelência, vamos esclarecer uma coisa! Eu recebo ordens de uma pessoa! Eu!"
"711" "LEIA" "É uma maravilha que você ainda esteja vivo. Alguém vai tirar esse grande tapete ambulante do meu caminho?"
"712" "HAN" "Nenhuma recompensa vale isso."
"713" "OFICIAL" "Proteja esta área até que o alerta seja cancelado."
"714" "PRIMEIRO SOLDADO" "Dê-me relatórios regulares."
"715" "PRIMEIRO SOLDADO" "Você sabe o que está acontecendo?"
"716" "SEGUNDO SOLDADO" "Talvez seja outro exercício."
"717" "SEGUNDO SOLDADO" "O que foi isso?"
"718" "PRIMEIRO SOLDADO" "Ah, não é nada. Não se preocupe com isso."
"719" "HAN" "Lá está ela."
"720" "LUKE" "See-Threepio, você copia?"
"721" "THREEPIO" "No momento. Uh, estamos no hangar principal em frente ao navio."
"722" "LUKE" "Estamos bem acima de você. Aguarde."
"723" "LEIA" "Você veio naquela coisa? Você é mais corajoso do que eu pensava."
"724" "HAN" "Legal! Vamos!"
"725" "PRIMEIRO SOLDADO" "São eles! Destrua-os!"
"726" "HAN" "Volte para o navio!"
"727" "LUKE" "Onde você vai? Volte!"
"728" "LEIA" "Ele certamente tem coragem."
"729" "LUKE" "Que bem nos fará se ele se matar? Vamos!"
"730" "LUKE" "Acho que pegamos o caminho errado."
"731" "LEIA" "Não há fechadura!"
"732" "LUKE" "Isso deve segurar por um tempo."
"733" "LEIA" "Rápido, temos que atravessar. Encontre o controle que estende a ponte."
"734" "LUKE" "Ah, acho que acabei de estragar tudo."
"735" "LEIA" "Eles estão chegando!"
"736" "LUKE" "Aqui, segure isso."
"737" "LEIA" "Lá vêm eles!"
"738" "LEIA" "Para dar sorte!"
"739" "THREEPIO" "Onde eles poderiam estar?"
"740" "TROOPER" "Feche as portas de segurança!"
"741" "TROOPER" "Abra as portas de proteção! Abra as portas de proteção!"
"742" "VADER" "Eu estive esperando por você, Obi-Wan. Nós nos encontramos novamente, finalmente. O círculo agora está completo."
"743" "VADER" "Quando te deixei, eu era apenas o aprendiz; agora sou o mestre."
"744" "BEN" "Apenas um mestre do mal, Darth."
"745" "VADER" "Seus poderes são fracos, velho."
"746" "BEN" "Você não pode vencer, Darth. Se você me derrubar, eu me tornarei mais poderoso do que você pode imaginar."
"747" "HAN" "Nós não acabamos de sair desta festa?"
"748" "HAN" "O que te prendeu?"
"749" "LEIA" "Encontramos alguns velhos amigos."
"750" "LUKE" "A nave está bem?"
"751" "HAN" "Parece bom, se conseguirmos. Só espero que o velho tenha tirado o raio trator de serviço."
"752" "LUKE" "Olha!"
"753" "THREEPIO" "Vamos, Artoo, estamos indo!"
"754" "HAN" "Agora é a nossa chance! Vá!"
"755" "LUKE" "Não!"
"756" "HAN" "Vamos!"
"757" "LEIA" "Vamos lá! Luke, é tarde demais!"
"758" "HAN" "Arrume a porta! Garoto!"
"759" "BEN" "Corra, Luke! Corra!"
"760" "HAN" "Espero que o velho tenha tirado aquele raio trator se estiver funcionando, ou esta será uma viagem bem curta. Ok, acerte!"
"761" "HAN" "Estamos chegando nas naves sentinelas. Segure-os! Incline os escudos defletores enquanto eu carrego os canhões principais!"
"762" "LUKE" "Eu não posso acreditar que ele se foi."
"763" "LEIA" "Não havia nada que você pudesse ter feito."
"764" "HAN" "Vamos, amigo, ainda não saímos dessa!"
"765" "HAN" "Você está dentro, garoto? Ok, fique afiado!"
"766" "LEIA" "Lá vêm eles!"
"767" "LUKE" "Eles estão chegando rápido demais!"
"768" "THREEPIO" "Oooh!"
"769" "LEIA" "Perdemos os controles laterais."
"770" "HAN" "Não se preocupe, ela vai aguentar."
"771" "HAN" "Você me ouviu, baby? Aguente firme!"
"772" "LUKE" "Peguei ele! Peguei ele!"
"773" "HAN" "Ótimo garoto! Não seja arrogante."
"774" "LEIA" "Ainda tem mais dois por aí!"
"775" "LUKE" "É isso aí! Conseguimos!"
"776" "LEIA" "Conseguimos!"
"777" "THREEPIO" "Socorro! Acho que estou derretendo! Isso é tudo culpa sua."
"778" "TARKIN" "Eles estão fora?"
"779" "VADER" "Eles acabaram de saltar para o hiperespaço."
"780" "TARKIN" "Tem certeza de que o sinalizador rastreador está seguro a bordo da nave deles? Estou correndo um risco terrível, Vader. É melhor que isso funcione."
"781" "HAN" "Nada ruim de resgate, hein? Sabe, às vezes eu até me surpreendo."
"782" "LEIA" "Isso não parece muito difícil. Além disso, eles nos deixaram ir. É a única explicação para a facilidade de nossa fuga."
"783" "HAN" "Fácil... você chama isso de fácil?"
"784" "LEIA" "Eles estão nos rastreando!"
"785" "HAN" "Não este navio, irmã."
"786" "LEIA" "Pelo menos a informação no Artoo ainda está intacta."
"787" "HAN" "O que é tão importante? O que ele está carregando?"
"788" "LEIA" "As leituras técnicas daquela estação de batalha. Só espero que quando os dados forem analisados, uma fraqueza possa ser encontrada. Ainda não acabou!"
"789" "HAN" "É para mim, irmã! Olha, eu não estou nisso por sua revolução, e não estou nisso por você, princesa. Espero ser bem pago. Estou nisso. para o dinheiro!"
"790" "LEIA" "Você não precisa se preocupar com sua recompensa. Se o dinheiro é tudo o que você ama, então é isso que você receberá!"
"791" "LEIA" "Seu amigo é um mercenário. Eu me pergunto se ele realmente se importa com alguma coisa... ou alguém."
"792" "LUKE" "Eu me importo!"
"793" "LUKE" "Então... o que você acha dela, Han?"
"794" "HAN" "Estou tentando não, garoto!"
"795" "LUKE" "Bom..."
"796" "HAN" "Ainda assim, ela tem muito espírito. Eu não sei, o que você acha? Você acha que uma princesa e um cara como eu..."
"797" "LUKE" "Não!"
"798" "WILLARD" "Você está seguro! Tínhamos temido o pior."
"799" "WILLARD" "Quando ouvimos falar de Alderaan, ficamos com medo de que você estivesse... perdido junto com seu pai."
"800" "LEIA" "Não temos tempo para nossas tristezas, comandante. A estação de batalha certamente nos localizou aqui. É a única explicação para a facilidade de nossa fuga. Você deve usar as informações desta unidade R2 para planejar o ataque. É nossa única esperança."
"801" "TARKIN" "Sim."
"802" "DEATH STAR INTERCOM VOICE" "Estamos nos aproximando do planeta Yavin. A base rebelde está em uma lua do outro lado. Estamos nos preparando para orbitar o planeta."
"803" "DODONNA" "A estação de batalha é fortemente blindada e carrega um poder de fogo maior que a metade da frota estelar. Suas defesas são projetadas em torno de um ataque direto em grande escala. Um pequeno caça de um homem só deve ser capaz de penetrar na defesa externa ."
"804" "LÍDER DE OURO" "Perdoe-me por perguntar, senhor, mas de que servirão os lutadores esnobes contra isso?"
"805" "DODONNA" "Bem, o Império não considera um pequeno lutador de um homem só como uma ameaça, ou eles teriam uma defesa mais apertada. Uma análise dos planos fornecidos pela Princesa Leia demonstrou uma fraqueza no estação de batalha."
"806" "DODONNA" "A aproximação não será fácil. Você é obrigado a manobrar direto por esta trincheira e deslizar a superfície até este ponto. A área-alvo tem apenas dois metros de largura. É uma pequena porta de exaustão térmica, logo abaixo do porto principal. O poço leva diretamente ao sistema do reator. Um golpe preciso iniciará uma reação em cadeia que deve destruir a estação.
"807" "DODONNA" "Só um golpe preciso irá desencadear uma reação em cadeia. O eixo é blindado contra raios, então você terá que usar torpedos de prótons."
"808" "WEDGE" "Isso é impossível, mesmo para um computador."
"809" "LUKE" "Não é impossível. Eu costumava caçar ratos no meu T-16 em casa. Eles não são muito maiores do que dois metros."
"810" "DODONNA" "Equipe suas naves! E que a Força esteja com você!"
"811" "DEATH STAR INTERCOM VOICE" "Orbitando o planeta na velocidade máxima. A lua com a base Rebelde estará ao alcance em trinta minutos."
"812" "VADER" "Este será um dia lembrado por muito tempo. Ele viu o fim de Kenobi e logo verá o fim da Rebelião."
"813" "MAN" "Todas as tropas de voo, equipem suas estações. Todas as tropas de voo, equipem suas estações."
"814" "LUKE" "Então... você recebeu sua recompensa e está indo embora?"
"815" "HAN" "Isso mesmo, sim! Eu tenho algumas dívidas antigas que tenho que pagar com essas coisas. Mesmo se eu não tivesse, você não acha que eu seria tolo o suficiente para ficar por aqui , você? Por que você não vem com a gente? Você é muito bom em uma luta. Eu poderia usar você."
"816" "LUKE" "Vamos! Por que você não dá uma olhada ao redor? Você sabe o que está prestes a acontecer, o que eles estão enfrentando. Eles poderiam usar um bom piloto como você. Você está virando as costas eles."
"817" "HAN" "De que vale uma recompensa se você não estiver por perto para usá-la? Além disso, atacar aquela estação de batalha não é minha ideia de coragem. É mais como suicídio."
"818" "LUKE" "Tudo bem. Bem, cuide-se, Han... acho que é nisso que você é melhor, não é?"
"819" "HAN" "Ei, Luke... que a Força esteja com você!"
"820" "HAN" "O que você está olhando? Eu sei o que estou fazendo."
"821" "LEIA" "O que há de errado?"
"822" "LUKE" "Ah, é o Han! Não sei, achei mesmo que ele mudaria de ideia."
"823" "LEIA" "Ele tem que seguir seu próprio caminho. Ninguém pode escolher por ele."
"824" "LUKE" "Eu só queria que Ben estivesse aqui."
"825" "BIGGS" "Luke! Não acredito! Como você chegou aqui... vai sair com a gente?!"
"826" "LUKE" "Biggs! Claro, eu estarei lá com você! Escute, eu tenho algumas histórias para contar..."
"827" "LÍDER VERMELHO" "Você é... Luke Skywalker? Você foi verificado no Incom T-65?"
"828" "BIGGS" "Senhor, Luke é o melhor piloto nos territórios da borda externa."
"829" "LÍDER VERMELHO" "Encontrei seu pai uma vez quando eu era apenas um menino. Ele era um grande piloto. Você se sairá bem. Se você tiver metade da habilidade de seu pai, você se sairá melhor do que tudo bem."
"830" "LUKE" "Obrigado, senhor. Vou tentar."
"831" "BIGGS" "Tenho que embarcar. Escute, você vai me contar suas histórias quando voltarmos. Tudo bem?"
"832" "LUKE" "Eu disse que um dia conseguiria, Biggs."
"833" "BIGGS" "Você fez, tudo bem. Vai ser como nos velhos tempos Luke. Nós somos um casal de estrelas cadentes que nunca serão paradas!"
"834" "CHEFE" "Esta sua unidade R2 parece um pouco desgastada. Quer uma nova?"
"835" "LUKE" "Não em sua vida! Aquele pequeno dróide e eu passamos por muita coisa juntos. Você está bem, Artoo?"
"836" "CHEFE" "Ok, ela vai com calma!"
"837" "THREEPIO" "Aguente firme, Artoo, você tem que voltar."
"838" "THREEPIO" "Você não gostaria que minha vida ficasse chata, não é?"
"839" "BEN" "Luke, a Força estará com você."
"840" "MASSASSI INTERCOM VOICE" "Alerta de prontidão. Estrela da Morte se aproximando. Tempo estimado para o campo de tiro, quinze minutos."
"841" "LÍDER VERMELHO" "Todas as alas reportam."
"842" "RED TEN" "Red Ten aguardando."
"843" "RED SETE" "Red Seven aguardando."
"844" "BIGGS" "Três Vermelhos aguardando."
"845" "PORKINS" "Red Six aguardando."
"846" "RED NINE" "Red Nine aguardando."
"847" "WEDGE" "Vermelho Dois aguardando."
"848" "RED ELEVEN" "Red Eleven aguardando."
"849" "LUKE" "Cinco Vermelho aguardando."
"850" "LÍDER VERMELHO" "Travar S-foils em posição de ataque."
"851" "LÍDER VERMELHO" "Estamos passando pelo campo magnético deles."
"852" "LÍDER VERMELHO" "Segure firme!"
"853" "RED LEADER" "Ligue seus defletores."
"854" "LÍDER VERMELHO" "Frente dupla!"
"855" "CUNHA" "Olha o tamanho dessa coisa!"
"856" "LÍDER VERMELHO" "Corta a conversa, Red Two."
"857" "LÍDER VERMELHO" "Acelere para atacar a velocidade. É isso aí, rapazes!"
"858" "LÍDER OURO" "Líder Vermelho, este é o Líder Ouro."
"859" "LÍDER VERMELHO" "Eu copio, Líder Dourado."
"860" "GOLD LEADER" "Estamos começando agora para o poço alvo."
"861" "LÍDER VERMELHO" "Estamos em posição. Vou cortar o eixo e tentar atrair o fogo deles."
"862" "WEDGE" "Fogo pesado, chefe! Vinte e três graus."
"863" "LÍDER VERMELHO" "Entendo. Fique abaixado."
"864" "LUKE" "Aqui é Red Five! Vou entrar!"
"865" "BIGGS" "Luke, suba!"
"866" "BIGGS" "Você está bem?"
"867" "LUKE" "Fiquei um pouco cozinhado, mas estou bem."
"868" "ASTRO-OFICIAL" "Contamos trinta navios rebeldes, Lord Vader. Mas eles são tão pequenos que estão fugindo de nossos turbo-lasers!"
"869" "VADER" "Teremos que destruí-los navio a navio. Leve as tripulações para seus caças."
"870" "LÍDER VERMELHO" "Luke, me avise quando for entrar."
"871" "LUKE" "Já estou a caminho..."
"872" "LÍDER VERMELHO" "Cuidado! Há muito fogo vindo do lado direito daquela torre de deflexão."
"873" "LUKE" "Estou nisso."
"874" "OFICIAL DE CONTROLE" "Líderes de esquadrão, captamos um novo grupo de sinais. Combatentes inimigos vindo em sua direção."
"875" "LUKE" "Minha mira está negativa. Não vejo nada."
"876" "LÍDER VERMELHO" "Mantenha sua varredura visual. Com toda essa interferência, eles estarão em cima de você antes que seu escopo possa captá-los."
"877" "LÍDER VERMELHO" "Biggs! Você pegou um... cuidado!"
"878" "BIGGS" "Não consigo ver! Onde ele está?!"
"879" "BIGGS" "Ele está em cima de mim apertado, não posso sacudi-lo... não posso sacudi-lo."
"880" "LUKE" "Espera aí, Biggs, estou entrando."
"881" "LUKE" "Peguei ele!"
"882" "VADER" "Vários lutadores se separaram do grupo principal. Venha comigo!"
"883" "BIGGS" "Puxe! Luke... puxe!"
"884" "WEDGE" "Cuidado, Luke!"
"885" "WEDGE" "Cuidado com as costas! O lutador está acima de você, chegando!"
"886" "LUKE" "Fui atingido, mas nada mal."
"887" "LUKE" "Artoo, veja o que você pode fazer com isso. Espere aí atrás."
"888" "LÍDER VERMELHO" "Seis Vermelhos..."
"889" "LÍDER VERMELHO" "Você pode ver Red Five?"
"890" "RED TEN" "Há uma zona de fogo pesado deste lado. Red Five, onde você está?"
"891" "LUKE" "Não consigo sacudi-lo!"
"892" "WEDGE" "Estou com ele, Luke!"
"893" "CUNHA" "Espere!"
"894" "LUKE" "Droga! Cale onde você está?"
"895" "LUKE" "Obrigado, Wedge."
"896" "BIGGS" "Bom tiro, Wedge!"
"897" "LÍDER OURO" "Líder Vermelho..."
"898" "GOLD LEADER" "... Este é Gold Leader. Estamos começando a corrida de ataque."
"899" "LÍDER VERMELHO" "Eu copio, Líder Dourado. Mova-se para a posição."
"900" "VADER" "Fique em formação de ataque!"
"901" "GOLD LEADER" "O poste de escape é..."
"902" "GOLD LEADER" "... marcado e bloqueado!"
"903" "GOLD LEADER" "Mudar a alimentação para as telas de deflexão dianteiras."
"904" "GOLD LEADER" "Quantas armas você acha, Gold Five?"
"905" "GOLD FIVE" "Eu diria que cerca de vinte armas. Algumas na superfície, algumas nas torres."
"906" "MASSASSI INTERCOM VOICE" "A Estrela da Morte estará ao alcance em cinco minutos."
"907" "GOLD LEADER" "Mudar para computador de segmentação."
"908" "GOLD TWO" "O computador está bloqueado. Obtendo um sinal."
"909" "GOLD TWO" "As armas... eles pararam!"
"910" "GOLD FIVE" "Estabilize seus defletores traseiros. Fique atento aos caças inimigos."
"911" "LÍDER OURO" "Eles estão chegando! Três marcos às duas e dez."
"912" "VADER" "Vou levá-los eu mesmo! Cubra-me!"
"913" "WINGMAN" "Sim, senhor."
"914" "LÍDER DE OURO" "Não consigo manobrar!"
"915" "CINCO DE OURO" "Mantenha-se no alvo."
"916" "LÍDER DE OURO" "Estamos muito perto."
"917" "CINCO DE OURO" "Mantenha-se no alvo!"
"918" "LÍDER DE OURO" "Afrouxe!"
"919" "CINCO DE OURO" "Cinco de Ouro para Líder Vermelho..."
"920" "GOLD FIVE" "Perdeu Tiree, perdeu Dutch."
"921" "LÍDER VERMELHO" "Eu copio, Gold Five."
"922" "GOLD FIVE" "Eles vieram por trás..."
"923" "OFICIAL" "Analisamos o ataque deles, senhor, e há um perigo. Devo ter sua nave de prontidão?"
"924" "TARKIN" "Evacuar? Em nosso momento de triunfo? Acho que você superestima as chances deles!"
"925" "VOZ" "Base rebelde, três minutos e fechando."
"926" "LÍDER VERMELHO" "Grupo Vermelho, este é o Líder Vermelho."
"927" "LÍDER VERMELHO" "Encontro na marca seis ponto um."
"928" "WEDGE" "Este é o Vermelho Dois. Voando em sua direção."
"929" "BIGGS" "Três Vermelhos, aguardando."
"930" "DODONNA" "Líder Vermelho, aqui é a Base Um. Mantenha metade do seu grupo fora do alcance para a próxima corrida."
"931" "LÍDER VERMELHO" "Cópia, Base Um. Luke, pegue o Vermelho Dois e Três. Fique aqui e espere pelo meu sinal... para começar sua corrida."
"932" "LÍDER VERMELHO" "É isso!"
"933" "RED TEN" "Devemos ser capazes de vê-lo agora."
"934" "LÍDER VERMELHO" "Mantenha os olhos abertos para esses lutadores!"
"935" "RED TEN" "Há muita interferência!"
"936" "RED TEN" "Red Five, você pode vê-los de onde você está?"
"937" "LUKE" "Nenhum sinal de qualquer... espere!"
"938" "LUKE" "Chegando no ponto três e cinco."
"939" "RED TEN" "Eu os vejo."
"940" "LÍDER VERMELHO" "Estou ao alcance."
"941" "LÍDER VERMELHO" "O alvo está chegando!"
"942" "LÍDER VERMELHO" "Apenas segure-os por alguns segundos."
"943" "VADER" "Formação aproximada."
"944" "LÍDER VERMELHO" "Quase lá!"
"945" "RED TEN" "É melhor você soltá-la."
"946" "LÍDER VERMELHO" "Quase lá!"
"947" "RED TEN" "Eu não posso segurá-los!"
"948" "LÍDER VERMELHO" "Está fora!"
"949" "RED NINE" "É um sucesso!"
"950" "LÍDER VERMELHO" "Negativo."
"951" "RED LEADER" "Negativo! Não entrou, apenas atingiu a superfície."
"952" "LUKE" "Líder Vermelho, estamos bem acima de você. Vire para apontar..."
"953" "LUKE" "... oh-cinco; nós cobrimos para você."
"954" "LÍDER VERMELHO" "Fique aí..."
"955" "RED LEADER" "... Acabei de perder meu motor de estibordo."
"956" "LÍDER VERMELHO" "Prepare-se para sua corrida de ataque."
"957" "DEATH STAR INTERCOM VOICE" "Base rebelde, um minuto e fechando."
"958" "LUKE" "Biggs, Wedge, vamos fechar. Vamos entrar. Vamos a todo vapor."
"959" "WEDGE" "Certo com você, chefe."
"960" "BIGGS" "Luke, a essa velocidade você será capaz de sair a tempo?"
"961" "LUKE" "Vai ser igual ao Beggar's Canyon em casa."
"962" "BIGGS" "Nós vamos ficar longe o suficiente para cobrir você."
"963" "WEDGE" "Minha mira mostra a torre, mas não consigo ver a saída de exaustão! Tem certeza de que o computador pode atingi-la?"
"964" "LUKE" "Cuidado! Aumente a velocidade a todo vapor!"
"965" "CUNHA" "E aquela torre?"
"966" "LUKE" "Você se preocupa com esses lutadores! Eu me preocupo com a torre!"
"967" "LUKE" "Artoo... isso, aquele estabilizador está solto de novo! Veja se você não consegue travar!"
"968" "WEDGE" "Fui atingido! Não posso ficar com você."
"969" "LUKE" "Afaste-se, Wedge."
"970" "LUKE" "Você não pode fazer mais bem lá atrás!"
"971" "CUNHA" "Desculpe!"
"972" "VADER" "Deixe-o ir! Fique no líder!"
"973" "BIGGS" "Depressa, Luke, eles estão chegando muito mais rápido desta vez. Eu não posso segurá-los!"
"974" "LUKE" "Artoo, tente aumentar o poder!"
"975" "BIGGS" "Apresse-se, Luke!"
"976" "BIGGS" "Espere!"
"977" "DEATH STAR INTERCOM VOICE" "Base rebelde, trinta segundos e fechando."
"978" "VADER" "Estou no líder."
"979" "THREEPIO" "Espera aí, Artoo!"
"980" "BEN" "Use a Força, Luke."
"981" "BEN" "Solte, Luke."
"982" "VADER" "A Força é forte com este!"
"983" "BEN" "Luke, confie em mim."
"984" "VOZ BASE" "O computador dele está desligado. Luke, você desligou o computador de mira. O que há de errado?"
"985" "LUKE" "Nada. Estou bem."
"986" "LUKE" "Perdi Artoo!"
"987" "MASSASSI INTERCOM VOICE" "A Estrela da Morte limpou o planeta. A Estrela da Morte limpou o planeta."
"988" "VOZ DE INTERCOM DA ESTRELA DA MORTE" "Base rebelde, ao alcance."
"989" "TARKIN" "Você pode atirar quando estiver pronto."
"990" "DEATH STAR INTERCOM VOICE" "Iniciar a ignição primária."
"991" "VADER" "Eu tenho você agora."
"992" "VADER" "O quê?"
"993" "HAN" "Yahoo!"
"994" "WINGMAN" "Cuidado!"
"995" "HAN" "Você está bem, garoto."
"996" "HAN" "Agora vamos explodir essa coisa e ir para casa!"
"997" "VOZ DE INTERCOM" "Aguarde para atirar na base Rebelde."
"998" "VOZ INTERCOM" "Aguardando."
"999" "HAN" "Grande foto, garoto. Essa foi uma em um milhão."
"1000" "BEN" "Lembre-se, a Força estará com você... sempre."
"1001" "LEIA" "Luke! Luke! Luke!"
"1002" "HAN" "Ei! Ei!"
"1003" "LUKE" "Eu sabia que você voltaria! Eu sabia!"
"1004" "HAN" "Bem, eu não ia deixar você ficar com todo o crédito e ficar com toda a recompensa."
"1005" "LEIA" "Ei, eu sabia que você era mais do que dinheiro."
"1006" "LUKE" "Ah, não!"
"1007" "THREEPIO" "Oh, meu Deus! Artoo! Você pode me ouvir? Diga alguma coisa! Você pode consertá-lo, não pode?"
"1008" "TÉCNICO" "Vamos trabalhar nele imediatamente."
"1009" "THREEPIO" "Você deve consertá-lo! Senhor, se algum dos meus circuitos ou engrenagens ajudar, eu os doarei com prazer."
"1010" "LUKE" "Ele vai ficar bem."
